2026-01-15 23:06:41,584 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000000 				 value=4.7781
2026-01-15 23:06:49,676 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000180 				 value=0.2148
2026-01-15 23:06:49,676 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000180 				 value=0.0000
2026-01-15 23:06:49,676 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000180 				 value=0.0000
2026-01-15 23:06:49,677 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_mse 				 iteration=000180 				 value=0.0000
2026-01-15 23:06:50,093 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,093 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000190 				 value=0.0004
2026-01-15 23:06:50,093 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000190 				 value=0.0004
2026-01-15 23:06:50,093 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_mse 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,093 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000190 				 value=0.0016
2026-01-15 23:06:50,093 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000190 				 value=0.0002
2026-01-15 23:06:50,093 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000190 				 value=0.0002
2026-01-15 23:06:50,093 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_mse 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,094 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000190 				 value=0.0006
2026-01-15 23:06:50,094 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000190 				 value=0.0003
2026-01-15 23:06:50,094 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000190 				 value=0.0003
2026-01-15 23:06:50,094 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_mse 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,094 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,094 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000190 				 value=0.0003
2026-01-15 23:06:50,094 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000190 				 value=0.0003
2026-01-15 23:06:50,094 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_mse 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,094 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,094 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000190 				 value=0.0004
2026-01-15 23:06:50,094 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000190 				 value=0.0004
2026-01-15 23:06:50,094 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_mse 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,094 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000190 				 value=0.0020
2026-01-15 23:06:50,094 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000190 				 value=0.0002
2026-01-15 23:06:50,094 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000190 				 value=0.0002
2026-01-15 23:06:50,095 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_mse 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,095 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,095 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000190 				 value=0.0004
2026-01-15 23:06:50,095 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000190 				 value=0.0004
2026-01-15 23:06:50,095 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_mse 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,095 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000190 				 value=0.0003
2026-01-15 23:06:50,095 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000190 				 value=0.0002
2026-01-15 23:06:50,095 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000190 				 value=0.0002
2026-01-15 23:06:50,095 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_mse 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,095 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,095 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000190 				 value=0.0004
2026-01-15 23:06:50,095 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000190 				 value=0.0004
2026-01-15 23:06:50,095 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_mse 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,095 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000190 				 value=0.0007
2026-01-15 23:06:50,095 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000190 				 value=0.0002
2026-01-15 23:06:50,096 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000190 				 value=0.0002
2026-01-15 23:06:50,096 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_weight_mse 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,096 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000190 				 value=0.0038
2026-01-15 23:06:50,096 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000190 				 value=0.0004
2026-01-15 23:06:50,096 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000190 				 value=0.0004
2026-01-15 23:06:50,096 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_mse 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,096 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000190 				 value=0.0013
2026-01-15 23:06:50,096 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000190 				 value=0.0003
2026-01-15 23:06:50,096 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000190 				 value=0.0003
2026-01-15 23:06:50,096 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_mse 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,096 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000190 				 value=0.0077
2026-01-15 23:06:50,096 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,096 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,096 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_mse 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,096 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000190 				 value=2.6627
2026-01-15 23:06:50,097 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,097 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,097 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_mse 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,097 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000190 				 value=1.0587
2026-01-15 23:06:50,097 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,097 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,097 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_mse 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,097 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000190 				 value=0.3338
2026-01-15 23:06:50,097 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,097 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,097 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_mse 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,097 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000190 				 value=0.1963
2026-01-15 23:06:50,097 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,097 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,097 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_mse 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,097 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000190 				 value=0.0564
2026-01-15 23:06:50,097 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,098 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,098 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_mse 				 iteration=000190 				 value=0.0000
2026-01-15 23:06:50,513 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,513 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000200 				 value=0.0004
2026-01-15 23:06:50,513 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000200 				 value=0.0004
2026-01-15 23:06:50,513 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_mse 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,513 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000200 				 value=0.0010
2026-01-15 23:06:50,513 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000200 				 value=0.0002
2026-01-15 23:06:50,513 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000200 				 value=0.0002
2026-01-15 23:06:50,513 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_mse 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,514 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,514 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000200 				 value=0.0004
2026-01-15 23:06:50,514 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000200 				 value=0.0004
2026-01-15 23:06:50,514 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_mse 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,514 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000200 				 value=0.0010
2026-01-15 23:06:50,514 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000200 				 value=0.0003
2026-01-15 23:06:50,514 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000200 				 value=0.0003
2026-01-15 23:06:50,514 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_mse 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,514 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,514 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000200 				 value=0.0004
2026-01-15 23:06:50,514 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000200 				 value=0.0004
2026-01-15 23:06:50,514 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_mse 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,514 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000200 				 value=0.0007
2026-01-15 23:06:50,514 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000200 				 value=0.0002
2026-01-15 23:06:50,514 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000200 				 value=0.0002
2026-01-15 23:06:50,515 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_mse 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,515 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000200 				 value=0.0002
2026-01-15 23:06:50,515 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000200 				 value=0.0004
2026-01-15 23:06:50,515 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000200 				 value=0.0004
2026-01-15 23:06:50,515 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_mse 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,515 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000200 				 value=0.0007
2026-01-15 23:06:50,515 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000200 				 value=0.0002
2026-01-15 23:06:50,515 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000200 				 value=0.0002
2026-01-15 23:06:50,515 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_mse 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,515 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000200 				 value=0.0002
2026-01-15 23:06:50,515 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000200 				 value=0.0004
2026-01-15 23:06:50,515 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000200 				 value=0.0004
2026-01-15 23:06:50,515 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_mse 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,515 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000200 				 value=0.0010
2026-01-15 23:06:50,515 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000200 				 value=0.0002
2026-01-15 23:06:50,515 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000200 				 value=0.0002
2026-01-15 23:06:50,516 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_weight_mse 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,516 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000200 				 value=0.0014
2026-01-15 23:06:50,516 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000200 				 value=0.0004
2026-01-15 23:06:50,516 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000200 				 value=0.0004
2026-01-15 23:06:50,516 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_mse 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,516 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000200 				 value=0.0013
2026-01-15 23:06:50,516 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000200 				 value=0.0003
2026-01-15 23:06:50,516 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000200 				 value=0.0003
2026-01-15 23:06:50,516 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_mse 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,516 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000200 				 value=0.0126
2026-01-15 23:06:50,516 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,516 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,516 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_mse 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,516 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000200 				 value=4.5526
2026-01-15 23:06:50,516 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,516 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,517 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_mse 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,517 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000200 				 value=1.2082
2026-01-15 23:06:50,517 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,517 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,517 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_mse 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,517 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000200 				 value=0.6498
2026-01-15 23:06:50,517 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,517 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,517 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_mse 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,517 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000200 				 value=0.3447
2026-01-15 23:06:50,517 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,517 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,517 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_mse 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,517 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000200 				 value=0.1428
2026-01-15 23:06:50,517 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,517 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,518 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_mse 				 iteration=000200 				 value=0.0000
2026-01-15 23:06:50,947 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000210 				 value=0.0000
2026-01-15 23:06:50,947 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000210 				 value=0.0004
2026-01-15 23:06:50,948 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000210 				 value=0.0004
2026-01-15 23:06:50,948 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_mse 				 iteration=000210 				 value=0.0000
2026-01-15 23:06:50,948 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000210 				 value=0.0016
2026-01-15 23:06:50,948 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000210 				 value=0.0002
2026-01-15 23:06:50,948 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000210 				 value=0.0002
2026-01-15 23:06:50,948 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_mse 				 iteration=000210 				 value=0.0000
2026-01-15 23:06:50,948 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000210 				 value=0.0000
2026-01-15 23:06:50,948 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000210 				 value=0.0004
2026-01-15 23:06:50,948 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000210 				 value=0.0004
2026-01-15 23:06:50,948 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_mse 				 iteration=000210 				 value=0.0000
2026-01-15 23:06:50,948 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000210 				 value=0.0007
2026-01-15 23:06:50,948 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000210 				 value=0.0003
2026-01-15 23:06:50,948 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000210 				 value=0.0003
2026-01-15 23:06:50,949 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_mse 				 iteration=000210 				 value=0.0000
2026-01-15 23:06:50,949 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000210 				 value=0.0018
2026-01-15 23:06:50,949 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000210 				 value=0.0004
2026-01-15 23:06:50,949 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000210 				 value=0.0004
2026-01-15 23:06:50,949 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_mse 				 iteration=000210 				 value=0.0000
2026-01-15 23:06:50,949 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000210 				 value=0.0000
2026-01-15 23:06:50,949 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000210 				 value=0.0002
2026-01-15 23:06:50,949 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000210 				 value=0.0002
2026-01-15 23:06:50,949 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_mse 				 iteration=000210 				 value=0.0000
2026-01-15 23:06:50,949 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000210 				 value=0.0005
2026-01-15 23:06:50,949 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000210 				 value=0.0004
2026-01-15 23:06:50,949 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000210 				 value=0.0004
2026-01-15 23:06:50,949 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_mse 				 iteration=000210 				 value=0.0000
2026-01-15 23:06:50,950 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000210 				 value=0.0007
2026-01-15 23:06:50,950 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000210 				 value=0.0002
2026-01-15 23:06:50,950 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000210 				 value=0.0002
2026-01-15 23:06:50,950 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_mse 				 iteration=000210 				 value=0.0000
2026-01-15 23:06:50,950 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000210 				 value=0.0000
2026-01-15 23:06:50,950 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000210 				 value=0.0004
2026-01-15 23:06:50,950 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000210 				 value=0.0004
2026-01-15 23:06:50,950 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_mse 				 iteration=000210 				 value=0.0000
2026-01-15 23:06:50,950 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000210 				 value=0.0007
